timestamp (YYYY.MM.DD-HH.MM.SS),event,time (seconds),time (formatted),file name,file path
2014.09.01-19.00.24,save,625,00:10:25,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.00.48,save,23,00:00:23,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.04.09,save,201,00:03:21,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.04.47,save,38,00:00:38,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.06.20,save,92,00:01:32,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.08.54,save,154,00:02:34,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.11.35,save,161,00:02:41,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.12.57,save,82,00:01:22,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.15.53,save,175,00:02:55,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.17.38,save,104,00:01:44,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.19.51,save,132,00:02:12,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.20.43,save,52,00:00:52,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.26.49,save,365,00:06:05,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.34.29,load,0,00:00:00,,
2014.09.01-19.34.33,load,3,00:00:03,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-19.35.23,save,50,00:00:50,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.01-23.09.09,load,0,00:00:00,,
2014.09.02-10.49.54,load,2,00:00:02,,
2014.09.02-10.50.13,load,19,00:00:19,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.02-11.07.10,save,1017,00:16:57,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.02-11.10.21,save,191,00:03:11,ebee3d_59.blend,C:\Art\Ebee3d\ebee3d_59.blend
2014.09.02-11.20.22,save,601,00:10:01,ebee3d_60.blend,C:\Art\Ebee3d\ebee3d_60.blend
2014.09.02-11.23.02,save,159,00:02:39,ebee3d_60.blend,C:\Art\Ebee3d\ebee3d_60.blend
2014.09.02-11.32.37,save,575,00:09:35,ebee3d_60.blend,C:\Art\Ebee3d\ebee3d_60.blend
2014.09.02-12.16.28,save,2631,00:43:51,ebee3d_60.blend,C:\Art\Ebee3d\ebee3d_60.blend
2014.09.02-12.16.31,load,2,00:00:02,,
2014.09.02-14.09.37,load,0,00:00:00,,
2014.09.03-15.49.30,load,0,00:00:00,,
2014.09.03-18.01.14,load,0,00:00:00,,
2014.09.04-20.28.24,load,0,00:00:00,,
2014.09.04-20.58.09,load,0,00:00:00,,
2014.09.04-22.01.08,load,3779,01:02:59,,
2014.09.04-22.02.40,load,91,00:01:31,biomecha_99_19.blend,C:\Art\Biomecha Game\biomecha_99_19.blend
2014.09.04-22.15.45,load,785,00:13:05,biomecha_99_19.blend,C:\Art\Biomecha Game\biomecha_99_19.blend
2014.09.04-22.23.42,load,476,00:07:56,biomecha_99_19.blend,C:\Art\Biomecha Game\biomecha_99_19.blend
2014.09.04-22.56.26,load,1964,00:32:44,,
2014.09.04-22.57.08,load,41,00:00:41,biomecha_99_19.blend,C:\Art\Biomecha Game\biomecha_99_19.blend
2014.09.04-23.23.43,load,1595,00:26:35,,
2014.09.04-23.24.41,load,57,00:00:57,junkbot19.blend,C:\Art\JunkBot\JunkBot\junkbot19.blend
2014.09.04-23.32.19,load,458,00:07:38,biomecha04.blend,C:\Art\Biomecha\Biomecha\biomecha04.blend
2014.09.04-23.34.00,load,100,00:01:40,biomecha_cycles5.blend,C:\Art\Biomecha\Biomecha\biomecha_cycles5.blend
2014.09.04-23.44.06,load,606,00:10:06,,
2014.09.04-23.44.26,load,20,00:00:20,darkout_hardsurface_05.blend,C:\Art\Darkout\darkout_hardsurface_05.blend
2014.09.04-23.46.06,load,99,00:01:39,junkbot19.blend,C:\Art\JunkBot\JunkBot\junkbot19.blend
2014.09.04-23.53.09,load,0,00:00:00,,
2014.09.04-23.53.12,load,3,00:00:03,junkbot19.blend,C:\Art\JunkBot\JunkBot\junkbot19.blend
2014.09.08-10.45.22,load,0,00:00:00,,
2014.09.08-20.46.03,load,36041,10:00:41,,
2014.09.09-14.19.57,load,0,00:00:00,,
2014.09.09-15.14.18,save,3260,00:54:20,recording_setup_01.blend,C:\Art\Recording Setup\recording_setup_01.blend
2014.09.09-15.21.14,save,415,00:06:55,recording_setup_01.blend,C:\Art\Recording Setup\recording_setup_01.blend
2014.09.09-15.50.27,save,1753,00:29:13,recording_setup_01.blend,C:\Art\Recording Setup\recording_setup_01.blend
2014.09.09-16.01.55,save,688,00:11:28,recording_setup_01.blend,C:\Art\Recording Setup\recording_setup_01.blend
2014.09.09-16.02.14,save,18,00:00:18,monster_01.blend,C:\Art\Biomecha Game\Monster\monster_01.blend
2014.09.09-18.42.12,save,9597,02:39:57,monster_01.blend,C:\Art\Biomecha Game\Monster\monster_01.blend
2014.09.09-18.52.56,save,643,00:10:43,monster_01.blend,C:\Art\Biomecha Game\Monster\monster_01.blend
2014.09.09-19.13.34,save,1238,00:20:38,monster_01.blend,C:\Art\Biomecha Game\Monster\monster_01.blend
2014.09.09-19.15.13,save,98,00:01:38,monster_01.blend,C:\Art\Biomecha Game\Monster\monster_01.blend
2014.09.09-20.08.48,save,3215,00:53:35,monster_01.blend,C:\Art\Biomecha Game\Monster\monster_01.blend
2014.09.09-21.11.07,load,0,00:00:00,,
2014.09.09-21.11.24,load,17,00:00:17,monster_01.blend,C:\Art\Biomecha Game\Monster\monster_01.blend
2014.09.09-21.12.18,save,53,00:00:53,monster_01.blend,C:\Art\Biomecha Game\Monster\monster_01.blend
2014.09.09-23.43.06,load,0,00:00:00,,
2014.09.09-23.43.43,load,37,00:00:37,monster_01.blend,C:\Art\Biomecha Game\Monster\monster_01.blend
2014.09.09-23.53.24,save,581,00:09:41,monster_02.blend,C:\Art\Biomecha Game\Monster\monster_02.blend
2014.09.10-00.09.20,save,955,00:15:55,monster_02.blend,C:\Art\Biomecha Game\Monster\monster_02.blend
2014.09.10-00.15.41,save,381,00:06:21,monster_02.blend,C:\Art\Biomecha Game\Monster\monster_02.blend
2014.09.10-00.17.39,save,117,00:01:57,monster_02.blend,C:\Art\Biomecha Game\Monster\monster_02.blend
2014.09.10-00.26.17,save,517,00:08:37,monster_02.blend,C:\Art\Biomecha Game\Monster\monster_02.blend
2014.09.10-00.26.41,load,24,00:00:24,monster_02.blend,C:\Art\Biomecha Game\Monster\monster_02.blend
2014.09.10-00.29.24,load,162,00:02:42,monster_02.blend,C:\Art\Biomecha Game\Monster\monster_02.blend
2014.09.10-00.53.14,save,1429,00:23:49,monster_03.blend,C:\Art\Biomecha Game\Monster\monster_03.blend
2014.09.10-01.06.48,save,813,00:13:33,monster_04.blend,C:\Art\Biomecha Game\Monster\monster_04.blend
2014.09.10-01.56.52,save,3003,00:50:03,monster_04.blend,C:\Art\Biomecha Game\Monster\monster_04.blend
2014.09.10-14.24.27,save,44855,12:27:35,monster_05.blend,C:\Art\Biomecha Game\Monster\monster_05.blend
2014.09.10-14.25.33,save,65,00:01:05,monster_05.blend,C:\Art\Biomecha Game\Monster\monster_05.blend
2014.09.10-14.36.25,save,651,00:10:51,monster_05.blend,C:\Art\Biomecha Game\Monster\monster_05.blend
2014.09.10-14.41.09,save,284,00:04:44,monster_05.blend,C:\Art\Biomecha Game\Monster\monster_05.blend
2014.09.10-14.42.01,save,51,00:00:51,monster_05.blend,C:\Art\Biomecha Game\Monster\monster_05.blend
2014.09.10-16.06.57,save,5096,01:24:56,monster_05.blend,C:\Art\Biomecha Game\Monster\monster_05.blend
2014.09.14-15.27.55,load,0,00:00:00,,
